taxId	scientific name	common name
80994	Stegastes fasciolatus	Pacific gregory
150320	Butis koilomatodon	mud sleeper
84833	Molothrus aeneus	bronzed cowbird
1159276	Pseudechidna brummeri	white ribbon eel
46513	Phaethornis superciliosus	long-tailed hermit
526818	Glischropus tylopus	Common thick-numbed bat
2072784	Pachycephala occidentalis	Western whistler
1263172	Nansenia groenlandica	Greenland argentine
132587	Anser fabalis	Saatgans
132587	Anser fabalis	Bean goose
132587	Anser fabalis	Taiga bean goose
7769	Myxine glutinosa	common hagfish
7769	Myxine glutinosa	hagfish
7769	Myxine glutinosa	Atlantic hagfish
907713	Sillago parvisquamis	small-scale sillago
181453	Dactyloptena tiltoni	plain helmet gurnard
181453	Dactyloptena tiltoni	flying gurnard
84826	Icterus mesomelas	yellow-tailed oriole
753646	Myripristis pralinia	Port Praslin squirrelfish
753646	Myripristis pralinia	big-eye soldierfish
753646	Myripristis pralinia	scarlet soldierfish
753646	Myripristis pralinia	reef soldierfish
753646	Myripristis pralinia	scarlet soldier
990632	Pseudochromis natalensis	Natal dottyback
1286131	Polydactylus octonemus	Atlantic threadfin
160595	Eubalaena australis	Southern right whale
303235	Hybognathus placitus	plains minnow
1568924	Toromys rhipidurus	Peruvian armored tree-rat
173344	Oligoplites saurus	leatherjack
36722	Martes zibellina	sable
228418	Treron sieboldii	white-bellied green-pigeon
347729	Stethojulis balteata	belted wrasse
91611	Dascyllus marginatus	Red Sea dascyllus
91611	Dascyllus marginatus	marginate dascyllus
879527	Starksia ocellata	checkered blenny
10085	Cricetomys gambianus	Gambian rat
10085	Cricetomys gambianus	Gambia rat
10085	Cricetomys gambianus	Gambian giant pouched rat
630663	Coelorinchus kermadecus	Kermadec rattail
166776	Erotelis smaragdus	emerald sleeper
1642185	Upeneus nigromarginatus	black-margined goatfish
349656	Pomadasys incisus	bastard grunt
85051	Lasmigona compressa	creek heelsplitter
9505	Aotus trivirgatus	douroucouli
9505	Aotus trivirgatus	night monkey
9505	Aotus trivirgatus	owl monkey
9505	Aotus trivirgatus	northern night monkey
721872	Myrichthys ocellatus	goldspotted eel
1146995	Zebrasoma desjardinii	Desjardin's sailfin tang
27604	Caperea marginata	pygmy right whale
1648440	Pseudochromis perspicillatus	black-stripe dottyback
1648440	Pseudochromis perspicillatus	blackstripe dottyback
1648440	Pseudochromis perspicillatus	Southeast Asian blackstripe dottyback
181440	Parazen pacificus	parazen
1522389	Lepidotrigla kishinouyi	devil searobin
1565265	Scorpaena miostoma	kokuchi-fusakasago
642586	Thoracocharax stellatus	spotfin hatchetfish
181461	Caranx melampygus	bluefin trevally
1581700	Eucinostomus entomelas	darkspot mojarra
990616	Omobranchus woodi	kappie blenny
81572	Hylobates moloch	silvery gibbon
52365	Cumberlandia monodonta	spectaclecase
150708	Dendropsophus leucophyllatus	Bereis' treefrog
54339	Etheostoma parvipinne	goldstripe darter
51359	Dryocopus pileatus	pileated woodpecker
57737	Axis porcinus	Hog deer
246412	Limnonectes leporinus	giant river frog
643319	Systomus orphoides	Javaen barb
1727165	Chiropterotriton mosaueri	cave splayfoot salmander
516038	Sewellia lineolata	reticulated hillstream loach
516038	Sewellia lineolata	tiger hillstream loach
58220	Decapterus maruadsi	Japanese scad
448946	Diasporus vocator	Agua Buena robber frog
1365275	Neotrygon trigonoides	New Caledonian maskray
195334	Sphyrna mokarran	great hammerhead
492513	Eupsittula pertinax	brown-throated parakeet
1316011	Acanthurus auranticavus	orange-socket surgeonfish
1316011	Acanthurus auranticavus	ring-tail surgeon
13721	Kajikia audax	striped swordfish
13721	Kajikia audax	striped marlin
13721	Kajikia audax	Pacific striped marlin
109925	Heniochus chrysostomus	threeband pennantfish
56289	Ninox philippensis	Luzon hawk-owl
409032	Lophostoma carrikeri	Carriker's round-eared bat
603445	Chelmonops curiosus	western talma
120444	Nuculana minuta	minute nutclam
1717677	Microphis deocata	Deocata pipefish
8323	Triturus cristatus	warty newt
8323	Triturus cristatus	great crested newt
334713	Equulites lineolatus	ornate ponyfish
1825980	Gopherus evgoodei	Goodes thornscrub tortoise
321400	Lepidothrix serena	White-fronted manakin
990591	Halaelurus lineatus	lined catshark
1385885	Ophiclinops pardalis	spotted snakeblenny
39044	Chaetodon multicinctus	multi-banded butterflyfish
1072469	Atlantoraja castelnaui	spotback skate
461510	Chirostoma labarcae	sharpnose silverside
310869	Glyphoglossus molossus	balloon frog
310869	Glyphoglossus molossus	blunt-headed burrowing frog
212358	Hypsiboas albomarginatus	white-banded tree frog
212358	Hypsiboas albomarginatus	white-edged treefrog
2578286	Gymnocranius frenatus	yellowsnout large-eye bream
980342	Psychrolutes paradoxus	tadpole sculpin
425484	Psilorhynchus balitora	Balitora minnow
1220767	Carinotetraodon travancoricus	Malabar pufferfish
195623	Lepidopsetta bilineata	rock sole
293818	Strigocuscus celebensis	little Celebes cuscus
498496	Prosopium abyssicola	Bear Lake whitefish
879505	Malacoctenus aurolineatus	goldline blenny
217870	Trachylepis septemtaeniata	Southern grass skink
302411	Rhinolophus hildebrandtii	Hildebrandt's horseshoe bat
445392	Osteogeneiosus militaris	soldier catfish
72074	Sebastes eos	pink rockfish
304257	Diodon liturosus	black-blotched porcupinefish
459045	Clinocottus acuticeps	sharpnose sculpin
1182262	Lactophrys triqueter	smooth trunkfish
1246547	Proechimys semispinosus	Central American spiny rat
1246547	Proechimys semispinosus	Tome's spiny-rat
80790	Acheilognathus yamatsutae	Korean striped bitterling
1317002	Bryozoichthys lysimus	nutcracker prickleback
443731	Trachinotus coppingeri	swallowtail dart
238049	Prionurus scalprum	scalpel sawtail
238049	Prionurus scalprum	Japanese sawtail
304018	Hemigrammus erythrozonus	glowlight tetra
274792	Plectranthias kelloggi	eastern flower porgy
138085	Incilius nebulifer	nebulous toad
138085	Incilius nebulifer	Gulf Coast toad
479639	Hippospongia lachne	sheepswool sponge
52580	Aplocheilus lineatus	striped panchax
55720	Uroteuthis edulis	swordtip squid
432164	Brotula barbata	bearded brotula
432164	Brotula barbata	Atlantic bearded brotula
432164	Brotula barbata	deep water soapfish
432164	Brotula barbata	Atlantic seasnail
938382	Cheilopogon furcatus	spotfin flyingfish
586831	Melichthys indicus	Indian triggerfish
195639	Psettichthys melanostictus	Pacific sand sole
998003	Coris cuvieri	African coris
998003	Coris cuvieri	African wrasse
998003	Coris cuvieri	false clownwrasse
45623	Pelophylax esculentus	edible frog
45623	Pelophylax esculentus	pool frog
2171770	Pattonomys punctatus	Orinocan speckled tree-rat
1484650	Cheilopogon intermedius	intermediate flyingfish
125067	Oreophasis derbianus	horned guan
994804	Cephaloscyllium speccum	speckled swellshark
57546	Batrachoseps simatus	Kern Canyon slender salamander
387934	Microhyla fissipes	ornamented pygmy frog
387934	Microhyla fissipes	ornate chorus frog
771787	Neodon fuscus	Smokey vole
464743	Bathyraja maccaini	McCain's skate
1519988	Myctophum selenops	Wisner's lantern fish
2578270	Dactyloptena papilio	butterfly flying-gurnard
9351	Tamandua mexicana	northern tamandua
9351	Tamandua mexicana	Mexican collared anteater
123230	Scopelengys tristis	Pacific blackchin
320582	Luetkenotyphlus brasiliensis	Sao Paulo caecilian
67771	Callipepla californica	California quail
315390	Veniliornis spilogaster	white-spotted woodpecker
337582	Hylomyscus aeta	Beaded wood mouse
171792	Pelochelys bibroni	Bibron's giant soft-shelled turtle
1003166	Peristedion cataphractum	African armoured searobin
1099869	Kyphosus sectatrix	Bermuda sea chub
135584	Polypterus delhezi	barred bichir
588212	Astrapogon stellatus	conchfish
146147	Umbrina canariensis	Canary drum
326991	Barygenys flavigularis	yellow-throated Papua frogs
36183	Prosopium spilonotus	Bonneville whitefish
33526	Skiffia multipunctata	splotched skiffia
221981	Equus hemionus onager	Persian onager
1003957	Haploblepharus edwardsii	puffadder shyshark
300163	Loris lydekkerianus	gray slender loris
595623	Gobiodon fuscoruber	brown-red coralgoby
496083	Atelomycterus marmoratus	coral catshark
9938	Ovis aries musimon	mouflon
88450	Microtus montanus	montane vole
182897	Pycnonotus jocosus	red-whiskered bulbul
1960912	Charonia tritonis	giant triton snail
194415	Ichthyophis glutinosus	greater yellow-banded caecilian
194415	Ichthyophis glutinosus	sticky caecilian
194415	Ichthyophis glutinosus	Ceylon caecilian
194415	Ichthyophis glutinosus	glutinous caecilian
686570	Encrasicholina punctifer	buccaneer anchovy
132586	Anser erythropus	Lesser white-fronted goose
752198	Urocissa caerulea	Formosan magpie
1405640	Ecsenius frontalis	smoothfin blenny
381038	Rhipidura cockerelli	white-winged fantail
54349	Etheostoma whipplei	redfin darter
27687	Erpetoichthys calabaricus	reedfish
89131	Delomys sublineatus	pallid Atlantic forest rat
109280	Hippocampus comes	tiger tail seahorse
43258	Sillago japonica	Japanese sillago
337739	Horabagrus brachysoma	Gunther's catfish
1156125	Petroscirtes xestus	Xestus sabretooth blenny
2073145	Sciurotamias forresti	Forrest's rock squirrel
661044	Squatina tergocellatoides	ocellated angelshark
638131	Cheilodipterus artus	wolf cardinalfish
390689	Coelorinchus japonicus	Japanese grenadier
79949	Lemmus lemmus	Norway lemming
51031	Necator americanus	New World hookworm
308565	Epinephelus cyanopodus	specked blue grouper
2609488	Bodianus frenchii	foxfish
1203030	Rhinolophus ferrumequinum quelpartis	Jeju Island greater horseshoe bat
54336	Percina nasuta	longnose darter
492020	Iso hawaiiensis	Hawaiian surf sardine
334940	Pterygotrigla polyommata	latchet
586812	Ctenochaetus strigosus	spotted surgeonfish
64551	Tilapia sparrmanii	banded tilapia
247966	Eupsophus vertebralis	Valdivia ground frog
9704	Zalophus californianus	California sea lion
9704	Zalophus californianus	California sealion
927897	Corydoras hastatus	dwarf corydoras
586803	Cirrhilabrus rubrimarginatus	red-margined wrasse
115651	Geotrygon montana	ruddy quail-dove
356231	Oreophryne brachypus	gazelle cross frog
9222	Colaptes rupicola	Andean flicker
163828	Percina palmaris	bronze darter
2759634	Macropisthodon rudis	Red keelback
156702	Notropis perpallidus	peppered shiner
311401	Strix occidentalis caurina	northern spotted owl
7871	Chimaera monstrosa	rabbit fish
279957	Numenius americanus	long-billed curlew
175441	Naso brachycentron	humpback unicornfish
54292	Apodemus flavicollis	Yellow-necked field mouse
101700	Testudo kleinmanni	Egyptian tortoise
748910	Cynomops abrasus	Cinnamon dog-faced bat
57824	Dialommus macrocephalus	foureye rockskipper
1040953	Squalomugil nasutus	shark mullet
1268083	Chromis enchrysura	yellowtail reeffish
48150	Phylloscopus collybita	eurasian chiffchaff
762047	Zebrias fasciatus	banded sole
762047	Zebrias fasciatus	many-banded sole
146625	Leucocarbo chalconotus	bronze shag
146625	Leucocarbo chalconotus	Stewart Island cormorant
146625	Leucocarbo chalconotus	Otago shag
115675	Macropygia phasianella	brown cuckoo-dove
643317	Capoeta capoeta sevangi	seven khramulya
8130	Tilapia zillii	redbelly tilapia
1455690	Okamejei powelli	Indian ringed skate
220101	Genetta tigrina	large-spotted genet
420609	Discotrema crinophilum	crinoid clingfish
1003724	Dichistius multifasciatus	banded galjoen
167930	Amolops kangtingensis	Kangting sucker frog
1483053	Luciobarbus biscarensis	Algerian barb
857638	Metzia formosae	Taiwan lesser-bream
2002801	Cyrtodactylus auribalteatus	Golden-belted bent-toed gecko
190476	Caiman latirostris	Broad-snouted caiman
190476	Caiman latirostris	brown-snouted caiman
47245	Zenaida macroura	mourning dove
172413	Sialia sialis	eastern bluebird
130672	Siderastrea siderea	massive starlet coral
990611	Myliobatis aquila	common eagle ray
492042	Herwigia kreffti	Krefft's smooth-head
303353	Pyrilia haematotis	Brown-hooded parrot
862789	Carinotetraodon salivator	striped redeye puffer
162966	Etheostoma etnieri	cherry darter
1843786	Aphyonus gelatinosus	gelatinous blindfish
366934	Samaris cristatus	cockatoo righteye flounder
38675	Perognathus flavescens	plains pocket mouse
263709	Galeus eastmani	gecko catshark
722454	Cyanerpes lucidus	Shining honeycreeper
1329240	Canthigaster punctatissima	spotted sharpnose puffer
1329240	Canthigaster punctatissima	spotted sharpnosed puffer
2578402	Peristrominous dolosus	deceitful velvetfish
35669	Larus argentatus	herring gull
35669	Larus argentatus	Silbermoewe
586800	Cirrhilabrus cyanopleura	blueside wrasse
205134	Puntius sophore	pool barb
1250785	Glossolepis multisquamata	Sepik rainbowfisn
1250785	Glossolepis multisquamata	Sepik rainbowfish
1250785	Glossolepis multisquamata	rosy rainbowfish
298703	Euchemotrema hubrichti	carinate pillsnail
34899	Petaurus breviceps	sugar glider
34899	Petaurus breviceps	Australian sugar glider
109298	Elaphodus cephalophus	tufted deer
473322	Nannobrachium achirus	lantern fish
1510417	Limnonectes laticeps	flat-headed frog
1510417	Limnonectes laticeps	Khasi wart frog
1510417	Limnonectes laticeps	Anderson's Khasi Hills frog
1510417	Limnonectes laticeps	corrugated frog
1510417	Limnonectes laticeps	rivulet frog
1510417	Limnonectes laticeps	southern big-headed frog
1510417	Limnonectes laticeps	broad-headed frog
1510417	Limnonectes laticeps	Khasi Hills frog
554167	Varecia rubra	Red ruffed lemur
6631	Nototodarus gouldi	Gould's flying squid
2704973	Dasyatis izuensis	Izu stingray
163821	Percina macrocephala	longhead darter
320402	Hemanthias signifer	damsel bass
128473	Cominella adspersa	speckled whelk
270582	Ichthyscopus lebeck	longnosed stargazer
64534	Ictalurus pricei	Yaqui catfish
7765	Eptatretus stoutii	Pacific hagfish
7765	Eptatretus stoutii	California hagfish
1874690	Pseudogramma galzini	Galzin podge
114089	Psilorhinus morio	brown jay
272785	Chaetodontoplus mesoleucus	vermiculated angelfish
50406	Elseyornis melanops	black-fronted dotterel
315418	Plethodon montanus	northern gray-cheeked salamander
406532	Siganus punctatus	goldspotted spinefoot
391702	Oenanthe albonigra	Hume's wheatear
1147742	Protobothrops maolanensis	Mao-lan pitviper
1213708	Rhinoptera jayakari	Oman cownose ray
2038249	Artisornis moreaui	Long-billed tailorbird
146623	Phalacrocorax gaimardi	red-legged cormorant
269058	Esox americanus americanus	redfin pickerel
1090891	Bathygobius coalitus	whitespotted frillgoby
1500690	Acyrtus rubiginosus	red clingfish
327800	Mycteroperca rubra	mottled grouper
134758	Eurycea bislineata	two-lined salamander
399782	Rusa unicolor swinhoei	Formosan sambar
933992	Chanodichthys erythropterus	common skygazer
933992	Chanodichthys erythropterus	predatory carp
996475	Lithobates sierrae	Sierra Nevada yellow-legged frog
996475	Lithobates sierrae	sierra yellow-legged frog
996475	Lithobates sierrae	Nevada yellow-legged frog
1302381	Leptodactylus latrans	lesser foam frog
1302381	Leptodactylus latrans	butter frog
1302381	Leptodactylus latrans	criolla frog
1302381	Leptodactylus latrans	argus frog
1609303	Chelidoperca margaritifera	pearly perchlet
1146965	Corythoichthys flavofasciatus	yellow-banded pipefish
1146965	Corythoichthys flavofasciatus	network pipefish
274459	Equulites leuciscus	whipfin ponyfish
94874	Lampropeltis zonata	California Mountain kingsnake
491013	Amblyraja taaf	whiteleg skate
172714	Paralabrax clathratus	kelp bass
390435	Galeichthys peruvianus	Peruvian sea catfish
318395	Scinax squalirostris	striped snouted treefrog
154593	Plethodon vehiculum	western red-backed salamander
248792	Gastrophryne olivacea	western narrow-mouthed toad
248792	Gastrophryne olivacea	Texas narrow-mouthed toad
248792	Gastrophryne olivacea	Great Plains narrow-mouthed toad
38934	Polychrus marmoratus	common monkey lizard
38934	Polychrus marmoratus	many-colored bush anole
249034	Scotophilus leucogaster	White-bellied yellow bat
182909	Geothlypis formosa	Kentucky warbler
242810	Cirrhilabrus temminckii	threadfin wrasse
159326	Myotis hasseltii	Lesser large-footed bat
990997	Paracaesio sordida	dirty ordure snapper
8384	Bufo bufo	European toad
8384	Bufo bufo	common European toad
8384	Bufo bufo	common toad
473387	Sphagemacrurus hirundo	swallow grenadier
747046	Mediodactylus heteropholis	Iraqui gecko
40146	Acipenser oxyrinchus desotoi	Gulf sturgeon
473334	Serrivomer lanceolatoides	short-tooth sawpalate
1236058	Scarus coeruleus	blue parrotfish
2578328	Polyipnus ruggeri	rugby hatchetfish
64185	Oncorhynchus gilae	Gila trout
586860	Pictichromis diadema	diadem dottyback
1812864	Bregmaceros lanceolatus	codlet
1559929	Parioglossus nudus	naked hover goby
322105	Botia rostrata	Gangetic loach
219677	Rhynchocypris lagowskii	Amur minnow
862676	Oenanthe lugubris schalowi	Schalow's wheatear
232995	Notropis leuciodus	Tennessee shiner
94850	Pituophis catenifer	gopher snake
592668	Tiaris olivaceus	yellow-faced grassquit
492108	Chromis abyssus	deep blue chromis
904199	Kinosternon herrerai	Herrara's mud turtle
491140	Adelophryne gutturosa	Guiana Shield frog
862832	Etmopterus dianthus	pink lanternshark
210844	Accipiter trivirgatus	crested goshawk
480300	Sufflamen chrysopterum	halfmoon triggerfish
29089	Nomascus concolor	crested gibbon
29089	Nomascus concolor	Black crested gibbon
28437	Rhacophorus moltrechti	Nantou flying frog
28437	Rhacophorus moltrechti	Moltrecht's treefrog
33591	Jabiru mycteria	Jabiru stork
240703	Atthis heloisa	bumblebee hummingbird
314249	Lophiodes caulinaris	spottedtail angler
315371	Sasia abnormis	rufous piculet
365581	Pangasius sanitwongsei	Paroon shark
365581	Pangasius sanitwongsei	giant pangasius
365581	Pangasius sanitwongsei	Chao Phraya giant catfish
484165	Rutilus kutum	kutum
484165	Rutilus kutum	Caspian whitefish
484165	Rutilus kutum	Caspian kutum
109446	Gymnorhinus cyanocephalus	pinyon jay
252795	Nisaetus cirrhatus	changeable hawk-eagle
1696545	Protobothrops trungkhanhensis	Trungkhanh pitviper
32483	Xiphophorus pygmaeus	pygmy swordtail
717990	Caulophryne jordani	fanfin angler
717990	Caulophryne jordani	fanfin seadevil
443766	Urolophus bucculentus	sandyback stingaree
2048761	Pseudoscopelus lavenbergi	Lavenberg's snaketooth
161456	Gasterosteus wheatlandi	blackspotted stickleback
7868	Callorhinchus milii	makorepe
7868	Callorhinchus milii	plownose chimaera
7868	Callorhinchus milii	elephant fish
7868	Callorhinchus milii	reperepe
7868	Callorhinchus milii	Australian ghost shark
7868	Callorhinchus milii	elephant shark
7868	Callorhinchus milii	ghost shark
176047	Psephotus haematonotus	Red-rumped parrot
279992	Bokermannohyla circumdata	Espirito Santo treefrog
241831	Syacium micrurum	channel flounder
391220	Scuticaria tigrina	tiger moray eel
391220	Scuticaria tigrina	spotted snake moray
391220	Scuticaria tigrina	tiger reef-eel
391220	Scuticaria tigrina	tiger moray
722484	Lepidocolaptes leucogaster	White-striped woodcreeper
182423	Chilorhinus suensonii	seagrass eel
997984	Stegastes albifasciatus	whitebar gregory
1812880	Homostolus acer	filament cusk-eel
1137574	Dekeyseria pulchra	Brazil-butterfly
490246	Ariomma bondi	silver-rag driftfish
882752	Antennarius indicus	Indian frogfish
466118	Chaetodon guentheri	crochet butterflyfish
882858	Photonectes braueri	Brauer's dragonfish
882858	Photonectes braueri	scaleless dragonfish
371860	Branta hutchinsii	cackling goose
496092	Lamiopsis temminckii	broadfin shark
1263179	Thalassobathia pelagica	pelagic brotula
1379158	Microtus paradoxus	paradox vole
558707	Gymnura altavela	spiny butterfly ray
1527628	Chlamydogobius squamigenus	Edgbaston goby
196797	Moxostoma lachneri	greater jumprock
52101	Desmognathus imitator	imitator salamander
229093	Abudefduf sparoides	false-eye sergeant
302544	Incilius marmoreus	marbled toad
302544	Incilius marmoreus	Wiegmann's toad
302533	Plegadis chihi	white-faced ibis
651718	Chelidonichthys capensis	Cape gurnard
412659	Cryptopsaras couesii	triplewart seadevil
318302	Aplastodiscus albosignatus	Bocaina treefrog
318302	Aplastodiscus albosignatus	Lutz's treefrog
252291	Hynobius kimurae	Hida salamander
231675	Glyptothorax trilineatus	three-lined catfish
2039246	Peprilus snyderi	Salema butterfish
238119	Leptodactylus fuscus	rufous frog
83392	Albatrossia pectoralis	giant grenadier
187128	Ocyphaps lophotes	crested pigeon
158804	Diadophis punctatus	Ringneck snake
376345	Uropsila leucogastra	White-bellied wren
1647153	Enneapterygius elegans	hourglass triplefin
1433295	Cyrtodactylus takouensis	Takou bent-toed gecko
314247	Lobotes pacificus	Pacific tripletail
218281	Buteo platypterus	broad-winged hawk
223998	Cervus nippon yesoensis	Hokkaido sika deer
374419	Megaerops kusnotoi	Javan tailless fruit bat
6494	Conus textile	cloth-of-gold cone
8503	Crocodylus novaeguineae	New Guinea crocodile
185739	Pollachius pollachius	pollack
284583	Perccottus glenii	Chinese sleeper
284583	Perccottus glenii	Amur sleeper
103590	Stenella frontalis	Atlantic spotted dolphin
1550507	Rhabdophis nigrocinctus	green keelback
458613	Urophycis cirrata	Gulf hake
512326	Pempheris vanicolensis	Vanikoro sweeper
997968	Chromis nigrura	blacktail chromis
1367116	Pterygotrigla hemisticta	half-spotted gurnard
1367116	Pterygotrigla hemisticta	blackspotted gurnard
1355957	Rhynchortyx cinctus	tawny-faced quail
1720406	Barbarophryne brongersmai	Brongersma's toad
1720406	Barbarophryne brongersmai	Tiznit toad
413946	Microcarbo pygmaeus	pygmy cormorant
279552	Cinclodes pabsti	long-tailed Cinclodes
125272	Cyanolanius madagascarinus	blue vanga
143492	Ptychadena bibroni	broad-banded grass frog
479980	Anarhichas orientalis	Bering wolffish
317919	Delminichthys jadovensis	Jadova minnow
274628	Phylloscopus omeiensis	Emei Shan warbler
28724	Ptilonorhynchus violaceus	satin bowerbird
392425	Bathyraja violacea	Okhotsk skate
101673	Eozapus setchuanus	Chinese jumping mouse
81903	Fulica americana	American coot
115699	Columbina squammata	scaled dove
1349687	Adenomera marmorata	marbled tropical bullfrog
166734	Barbulifer ceuthoecus	bearded goby
115871	Hyporhamphus regularis	western river garfish
948059	Cynomacrurus piriei	dogtooth grenadier
1324628	Mustelus mento	speckled smoothhound
1324628	Mustelus mento	speckled smooth-hound
1324628	Mustelus mento	speckled smooth hound
400010	Akrokolioplax bicornis	bihorned barbel
495834	Centrophorus atromarginatus	dwarf gulper shark
160726	Hyporthodus niveatus	snowy grouper
322121	Syncrossus berdmorei	Blyth's loach
229070	Amphiprion chrysogaster	Mauritian anemonefish
679697	Gymnorhamphichthys rondoni	mousetail knife fish
279935	Calidris minutilla	least sandpiper
319759	Lestidiops ringens	slender barracudina
1052875	Semirossia patagonica	Patagonian bobtail squid
1607743	Scartella itajobi	emerald blenny
8148	Tropheus duboisi	dwarf Tanganyikan cichlid
90383	Macaca maura	moor macaque
1110592	Pseudolais micronemus	shortbarbel pangasius
1046125	Pararhinichthys bowersi	cheat minnow
221579	Rhagomys rufescens	Brazilian arboreal mouse
117133	Enteromius anoplus	chubbyhead barb
241774	Lamprotornis iris	Iris glossy-starling
163863	Phylloscopus trivirgatus	mountain leaf-warbler
9123	Gallinula chloropus	common moorhen
384892	Hyloxalus sylvaticus	forest rocket frog
366907	Crossorhombus azureus	blue flounder
318296	Gastrotheca cornuta	horned marsupial frog
182910	Cardellina canadensis	Canada warbler
495868	Mobula japanica	spinetail devil ray
206117	Apletodon dentatus	small-headed clingfish
592667	Polioptila plumbea	tropical gnatcatcher
2589338	Ophidion muraenolepis	blackedge cusk
8097	Myoxocephalus scorpius	scorpion fish
8097	Myoxocephalus scorpius	shorthorn sculpin
8097	Myoxocephalus scorpius	short spined sea scorpion
8097	Myoxocephalus scorpius	daddy sculpin
8097	Myoxocephalus scorpius	father lasher
91964	Etheostoma smithi	slabrock darter
175442	Naso hexacanthus	sleek unicornfish
265630	Tyranneutes stolzmanni	dwarf tyrant-manakin
9272	Philander opossum	gray four-eyed opossum
662071	Neotrygon picta	peppered maskray
722634	Fundulus kansae	northern plains killifish
2578278	Eubleekeria rapsoni	Rapson's ponyfish
307943	Sinocyclocheilus microphthalmus	small eye golden-line fish
241750	Arremon aurantiirostris	orange-billed sparrow
867883	Pipistrellus paterculus	Mount Popa pipistrelle
37441	Cratogeomys castanops	yellow-faced pocket gopher
662063	Cymbacephalus staigeri	northern rock flathead
50251	Sitta europaea	Kleiber
50251	Sitta europaea	wood nuthatch
685734	Coenocorypha pusilla	Chatham Islands snipe
9408	Rousettus leschenaultii	Leschenault's rousette
586806	Cirrhitichthys falco	dwarf hawkfish
34873	Oreamnos americanus	Rocky Mountain goat
34873	Oreamnos americanus	mountain goat
382953	Hippoglossoides robustus	Bering flounder
142468	Haemorhous purpureus	purple finch
161914	Pomacentrus vaiuli	ocellate damselfish
1236059	Scarus collana	Red Sea parrotfish
1236059	Scarus collana	greenband parrotfish
223860	Raja radula	rough ray
255461	Etheostoma bellum	orangefin darter
8083	Xiphophorus maculatus	southern platyfish
1659772	Amnirana amnicola	Ilanga frog
1316014	Ctenochaetus tominiensis	bristletooth tomini tang
1316014	Ctenochaetus tominiensis	Tomini surgeonfish
126808	Glaucidium jardinii	andean pygmy owl
886581	Chiasmocleis ventrimaculata	dotted humming frog
9807	Ceratotherium simum	white rhinoceros
9807	Ceratotherium simum	square-lipped rhinoceros
229141	Pomacentrus trilineatus	threeline damsel
869457	Eupsittula pertinax chrysogenys	Brazilian brown-throated parakeet
315323	Saurida wanieso	Waneso lizardfish
2578251	Bathylagichthys australis	southern deepsea smelt
262121	Gymnophaps albertisii	Papuan mountain-pigeon
55290	Pseudoscaphirhynchus kaufmanni	Amu Darya sturgeon
135431	Euphonia finschi	Finsch's euphonia
229067	Amphiprion akallopisos	skunk clownfish
288313	Hynobius chinensis	Chinese salamander
48164	Anguilla mossambica	African longfin eel
90074	Microchirus variegatus	thickback sole
948031	Macrourus whitsoni	Whitson's grenadier
595628	Bryaninops ridens	Ridens goby
317487	Coris pictoides	blackstripe wrasse
448849	Pristimantis quaquaversus	Rio Coca robber frog
175435	Acanthurus triostegus	convict surgeonfish
36200	Dissostichus mawsoni	Antarctic toothfish
54052	Stercorarius chilensis	Chilean skua
1325509	Carangoides talamparoides	imposter jack
1325509	Carangoides talamparoides	white-tongued trevally
1325509	Carangoides talamparoides	imposter trevally
941643	Clinus acuminatus	sad klipfish
57439	Upupa epops	Eurasian hoopoe
76927	Nemadactylus bergi	hawkfish
417931	Etheostoma microperca	least darter
1821580	Leptopelis boulengeri	Victoria forest treefrog
384378	Rastrelliger faughni	island mackerel
112138	Musculus discors	discordant mussel
502503	Ptyodactylus guttatus	Sinai fan-fingered gecko
342438	Cirrhitichthys oxycephalus	coral hawkfish
227177	Cursorius temminckii	Temminck's courser
332423	Squalogadus modificatus	tadpole whiptail
112109	Scelorchilus rubecula	chucao tapaculo
218793	Melanomys caliginosus	dusky rice rat
1405636	Blenniella caudolineata	blue-spotted blenny
36251	Emberiza variabilis	Siberian blue robin
36251	Emberiza variabilis	grey bunting
885580	Fukomys damarensis	Damara mole-rat
885580	Fukomys damarensis	Damara mole rat
1914395	Alopecoenas salamonis	Thick-billed ground-dove
94248	Dipodomys microps	chisel-toothed kangaroo rat
446415	Argentina silus	greater argentine
446415	Argentina silus	Atlantic argentine
244472	Ctena orbiculata	dwarf tiger lucine
190287	Xiphorhynchus susurrans	Cocoa woodcreeper
1940537	Calidris subruficollis	buff-breasted sandpiper
980578	Kalophrynus interlineatus	bubble-nest frog
980578	Kalophrynus interlineatus	piebald narrowmouthed frog
980578	Kalophrynus interlineatus	striped sticky frog
123631	Setophaga petechia	yellow warbler
348443	Ciliata mustela	fivebeard rockling
1132478	Chroicocephalus saundersi	Saunders's gull
47712	Sargocentron spiniferum	sabre squirrelfish
125305	Hypositta corallirostris	coral-billed nuthatch
265044	Oreolalax popei	Baoxing toothed toad
265044	Oreolalax popei	Pope's lazy toad
1765762	Phrynobatrachus horsti	Horst's puddle frog
2602928	Paphia undulata	short-necked clam
2602928	Paphia undulata	hoi lai
904359	Dendronotus albus	white frond-aeolis
249002	Pseudogobius olorum	blue-spot goby
249002	Pseudogobius olorum	southern goby
249002	Pseudogobius olorum	Swan River goby
320623	Anoplarchus purpurescens	high cockscomb
412656	Himantolophus albinares	footballfish
473866	Myodes gapperi	Southern red-backed vole
