,x0,xup,y0,yup,z0,zup
branch_Ardeidae,0.5465045281498689,0.3938687853582365,0.26236677444053985,0.20355861340094483,0.09097821904834408,0.09600455346377766
branch_73,0.42816497821604066,0.3938687853582365,0.23798865787002757,0.20355861340094483,0.13950293052720883,0.09600455346377766
branch_74,0.40396569351478195,0.4182508654648691,0.3376501498081495,0.31888613306644126,0.05142909380509171,0.050764941615427335
branch_Sulidae,0.5002869237518127,0.4182508654648691,0.34724571808562377,0.31888613306644126,0.05795757886177579,0.050764941615427335
branch_Bucerotidae,0.33204261935789126,0.36499815763466376,-0.12681568174999605,-0.1332165149667423,0.6084180592044584,0.5702038159925541
branch_Bucorvidae,0.5673914529445419,0.36499815763466376,-0.19932882613384245,-0.1332165149667423,0.7627400470859684,0.5702038159925541
branch_Phoeniculidae,0.4512906914978664,0.31580488896379055,0.0011482091710805391,-0.0008124842764084204,0.5436306827180583,0.4637031038663816
branch_Upupidae,0.4819941655032912,0.31580488896379055,-0.00450845339931493,-0.0008124842764084204,0.876161516856215,0.4637031038663816
branch_75,0.377994926200627,0.3752546696656539,-0.16290349065006363,-0.1379155189393555,0.28387017890884736,0.23615031676266315
branch_76,0.42568280056719177,0.3752546696656539,-0.1325682342262669,-0.1379155189393555,0.22208142324565178,0.23615031676266315
branch_77,0.5035362226825424,0.39700544947954525,-0.001184122524462952,-0.0015345271808283902,0.2663446912627062,0.2481502751624774
branch_78,0.4642183066222065,0.39700544947954525,-0.0025645461083013683,-0.0015345271808283902,0.3390663792309685,0.2481502751624774
branch_79,0.007844115670764042,0.007046427604533805,-0.5799031184735259,-0.6296153902011896,-0.2883781345779494,-0.09553980376263022
branch_80,0.006263849907768612,0.007046427604533805,-0.6791432913566837,-0.6296153902011896,0.09478500740686945,-0.09553980376263022
branch_81,0.4764311773217515,0.3551555919216458,-0.4000800005125471,-0.4713068036912832,-0.2429619971897681,-0.08743096689024639
branch_82,0.2744289044982263,0.3551555919216458,-0.5864564687853064,-0.4713068036912832,0.05276567896107257,-0.08743096689024639
branch_Eurylaimidae,0.3247497419802087,0.16170261312794829,-0.8554663288889992,-0.562738046818964,0.4033776007069725,0.24098061871275228
branch_Pittidae,0.15377548939531244,0.16170261312794829,-0.7642406035475758,-0.562738046818964,0.29637663884635873,0.24098061871275228
branch_Balaenicipitidae,0.8634676491044394,0.42816497821604066,0.41949633264350045,0.23798865787002757,0.2800792198309162,0.13950293052720883
