seqId,x,y,z,population,region
HGDP00747,0.10308980172123117,0.13106328359470226,-0.3238676224269782,Japanese,East Asia
HGDP00748,0.10260947849967998,0.13244116621963936,-0.32081310587963685,Japanese,East Asia
HGDP00749,0.10380339358017496,0.13192018726373606,-0.31996470675445127,Japanese,East Asia
HGDP00750,0.10315518569042549,0.13224235597844888,-0.32029729112913846,Japanese,East Asia
HGDP00751,0.10196550878531235,0.13264316557501513,-0.31830370311008965,Japanese,East Asia
HGDP00752,0.10364781223056106,0.1319040824928331,-0.319525108147425,Japanese,East Asia
HGDP00753,0.10219189804095188,0.13055570838293415,-0.3253792715033792,Japanese,East Asia
HGDP00754,0.10259957245587406,0.1325842728171974,-0.3201336714292391,Japanese,East Asia
HGDP00755,0.10277026473842836,0.13248351918472637,-0.31816090894589394,Japanese,East Asia
HGDP00756,0.10107850339785159,0.13285390576572687,-0.32059509656437807,Japanese,East Asia
HGDP00757,0.10389724312241337,0.1313619053103407,-0.32164127886621424,Japanese,East Asia
HGDP00758,0.10323113548726215,0.13147642187564362,-0.32305998777154077,Japanese,East Asia
HGDP00759,0.10316852058625664,0.132648067230208,-0.3201028068022684,Japanese,East Asia
HGDP00760,0.101193304320684,0.13209716272742647,-0.3236054821343649,Japanese,East Asia
HGDP00761,0.10342396980058205,0.13175716350262268,-0.3206249122343235,Japanese,East Asia
HGDP00762,0.10355413840967233,0.13080399750914046,-0.32373666479895663,Japanese,East Asia
HGDP00763,0.10398656230432533,0.13156573393460547,-0.3203399413561701,Japanese,East Asia
HGDP00764,0.10360023127084772,0.13192498213667309,-0.3213704220640486,Japanese,East Asia
HGDP00766,0.10389486402684436,0.13170509553380727,-0.32126352649173984,Japanese,East Asia
HGDP00767,0.10137454892789644,0.13204630459926786,-0.3240081751036586,Japanese,East Asia
HGDP00768,0.10299175370584399,0.13159413401888792,-0.3237796765213297,Japanese,East Asia
HGDP00769,0.10178047742841521,0.13293092501753895,-0.3191524617737326,Japanese,East Asia
HGDP00771,0.10132140334948482,0.13275823563344344,-0.3216077457668953,Japanese,East Asia
HGDP00772,0.10280796665430937,0.13105627776278925,-0.32477710816511224,Japanese,East Asia
HGDP00773,0.10190315585834002,0.1314810313672214,-0.3241008529980377,Japanese,East Asia
HGDP00774,0.10163690384054487,0.13265801527887527,-0.32249503916935435,Han,East Asia
HGDP00775,0.10277540704806444,0.13156548042538718,-0.32364105613845656,Han,East Asia
HGDP00776,0.10226927436384549,0.13172277514136352,-0.32422185303163553,Han,East Asia
HGDP00777,0.10309332816504056,0.13200284421967348,-0.3218655737329344,Han,East Asia
HGDP00779,0.1027091417775417,0.13252162382593674,-0.32169431098382023,Han,East Asia
HGDP00780,0.1034381281740931,0.13181753684375286,-0.3217981798536243,Han,East Asia
HGDP00781,0.10423385901650885,0.13128008636532393,-0.32093851213264785,Han,East Asia
HGDP00782,0.10184650320662354,0.1327418525780382,-0.321340168281793,Han,East Asia
